feature_id,group_id,n_prompts,n_nonzero,mean_effect,mean_abs_effect,max_abs_effect,sfr,n_flip,layer,community,grad_attr_sign,role_label,level,latent_state_target,correct_answer,cue_label
L15_F15507,AUX-B2,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B3,1,1,0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B4,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B5,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B6,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B7,1,1,0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B8,1,1,-0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-B9,1,1,0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF1,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-CF10,1,0,0.0,0.0,0.0,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF11,1,1,0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-CF12,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF2,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF3,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-CF4,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF5,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-CF6,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF7,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-CF8,1,0,0.0,0.0,0.0,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-CF9,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO1,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO10,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-ISO11,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-ISO12,1,1,0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-ISO2,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO3,1,1,-0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO4,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO5,1,1,-0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO6,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-ISO7,1,1,0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-ISO8,1,1,0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-ISO9,1,1,0.1875,0.1875,0.1875,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P1,1,1,-0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P10,1,1,0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P11,1,1,-0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P12,1,1,0.375,0.375,0.375,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P2,1,0,0.0,0.0,0.0,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P3,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P4,1,1,-0.25,0.25,0.25,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P5,1,1,0.375,0.375,0.375,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P6,1,1,-0.125,0.125,0.125,0.0,0,15,0,1,α-attr,AUX,alpha,alpha,
L15_F15507,AUX-P7,1,1,0.5,0.5,0.5,1.0,1,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P8,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F15507,AUX-P9,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,1,α-attr,AUX,beta,beta,
L15_F64857,CP-L1-01,2,2,0.0625,0.1875,0.25,0.5,1,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,CP-L1-02,2,2,-0.125,0.125,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,CP-L1-03,2,2,-0.15625,0.15625,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,CP-L1-04,2,2,-0.09375,0.15625,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,CP-L1-05,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,CP-L1-06,2,2,-0.125,0.125,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A1,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A2,2,2,-0.0625,0.1875,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A3,2,2,-0.1875,0.1875,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A4,2,1,-0.0625,0.0625,0.125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A5,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-A6,2,1,-0.125,0.125,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F64857,KW-B1,2,2,0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,KW-B2,2,2,0.0,0.1875,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,KW-B3,2,2,0.0,0.0625,0.0625,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,KW-B4,2,2,0.03125,0.09375,0.125,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,KW-B5,2,2,0.046875,0.046875,0.0625,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,KW-B6,2,2,0.03125,0.09375,0.125,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F64857,L1-A1,12,11,-0.15104166666666666,0.16145833333333334,0.375,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_charge_plus2
L15_F64857,L1-A2,12,12,-0.203125,0.203125,0.375,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_mass4
L15_F64857,L1-A3,12,9,-0.07291666666666667,0.08333333333333333,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,daughter_z_minus2
L15_F64857,L1-A4,10,10,-0.2,0.2,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,daughter_a_minus4
L15_F64857,L1-A5,8,7,-0.1171875,0.1640625,0.375,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_2protons
L15_F64857,L1-A6,8,8,-0.015625,0.203125,0.5,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_2neutrons
L15_F64857,L1-B1,12,11,0.24479166666666666,0.24479166666666666,0.4375,0.16666666666666666,2,15,0,-1,β-attr,1,beta,beta,emitted_charge_minus1
L15_F64857,L1-B2,12,8,-0.020833333333333332,0.0625,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_z_plus1
L15_F64857,L1-B3,12,10,0.09895833333333333,0.140625,0.4375,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_a_unchanged
L15_F64857,L1-B4,10,7,-0.05,0.0875,0.25,0.1,1,15,0,-1,β-attr,1,beta,beta,antineutrino_emitted
L15_F64857,L1-B5,8,7,0.0703125,0.1015625,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,emitted_mass_negligible
L15_F64857,L1-B6,8,6,0.03125,0.078125,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_n_minus1
L15_F64857,CP-L2-01,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-02,2,2,-0.1875,0.1875,0.25,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-03,2,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-04,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-05,2,2,-0.1875,0.1875,0.25,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-06,2,2,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-07,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-08,2,1,0.5,0.5,1.0,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-09,2,2,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-10,2,2,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-11,2,1,-0.15625,0.15625,0.3125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-12,2,2,-0.046875,0.171875,0.21875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-13,2,2,-0.0625,0.125,0.1875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,CP-L2-14,2,2,0.03125,0.21875,0.25,0.5,1,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,L2-AR1,10,7,-0.04375,0.09375,0.25,0.0,0,15,0,-1,β-attr,2,alpha,alpha,composition_2p2n
L15_F64857,L2-AR2,10,9,-0.16875,0.16875,0.3125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,charge_plus_mass
L15_F64857,L2-AR3,10,10,-0.19375,0.19375,0.25,0.0,0,15,0,-1,β-attr,2,alpha,alpha,daughter_z_and_a_alpha
L15_F64857,L2-AR4,8,7,-0.1484375,0.1484375,0.3125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,composition_plus_daughter
L15_F64857,L2-AR5,8,7,-0.1171875,0.1171875,0.1875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,charge_plus_daughter_z
L15_F64857,L2-AR6,8,8,-0.21875,0.25,0.5,0.0,0,15,0,-1,β-attr,2,alpha,alpha,mass_plus_daughter_a
L15_F64857,L2-AR7,6,6,0.08333333333333333,0.1875,0.375,0.0,0,15,0,-1,β-attr,2,alpha,alpha,narrative_ejection
L15_F64857,L2-AR8,8,8,-0.140625,0.15625,0.25,0.0,0,15,0,-1,β-attr,2,alpha,alpha,full_emitted_alpha_spec
L15_F64857,L2-BR1,10,8,0.03125,0.09375,0.25,0.0,0,15,0,-1,β-attr,2,beta,beta,z_plus1_a_unchanged
L15_F64857,L2-BR2,10,8,-0.121875,0.196875,0.375,0.0,0,15,0,-1,β-attr,2,beta,beta,neutron_to_proton
L15_F64857,L2-BR3,8,8,0.06640625,0.17578125,0.25,0.0,0,15,0,-1,β-attr,2,beta,beta,n_to_p_with_antineutrino
L15_F64857,L2-BR4,8,6,-0.0078125,0.0703125,0.1875,0.125,1,15,0,-1,β-attr,2,beta,beta,charge_plus_z_change
L15_F64857,L2-BR5,6,5,0.11458333333333333,0.11458333333333333,0.3125,0.0,0,15,0,-1,β-attr,2,beta,beta,charge_plus_a_unchanged
L15_F64857,L2-BR6,8,7,0.0546875,0.1015625,0.1875,0.25,2,15,0,-1,β-attr,2,beta,beta,z_plus1_with_antineutrino
L15_F64857,L2-BR7,8,6,-0.03125,0.0703125,0.15625,0.0,0,15,0,-1,β-attr,2,beta,beta,n_to_p_plus_z_plus1
L15_F64857,L2-BR8,8,7,0.1640625,0.1640625,0.3125,0.0,0,15,0,-1,β-attr,2,beta,beta,full_beta_process_spec
L15_F64857,L2-GRAD-A,6,5,-0.052083333333333336,0.10416666666666667,0.1875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F64857,L2-GRAD-B,6,5,0.15625,0.15625,0.3125,0.0,0,15,0,-1,β-attr,2,beta,beta,
L15_F64857,CP-L3-01,2,2,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,3,alpha,alpha,
L15_F64857,CP-L3-02,2,2,0.1875,0.1875,0.25,0.0,0,15,0,-1,β-attr,3,alpha,alpha,
L15_F64857,CP-L3-03,2,2,0.03125,0.15625,0.1875,0.0,0,15,0,-1,β-attr,3,alpha,alpha,
L15_F64857,CP-L3-04,2,2,0.0,0.375,0.375,0.0,0,15,0,-1,β-attr,3,alpha,alpha,
L15_F64857,L3-A1,8,7,-0.1171875,0.140625,0.3125,0.0,0,15,0,-1,β-attr,3,alpha,alpha,helium4_equivalence
L15_F64857,L3-A2,8,7,0.27734375,0.30859375,0.90625,0.0,0,15,0,-1,β-attr,3,alpha,alpha,composite_nuclear_object
L15_F64857,L3-A3,6,6,0.08854166666666667,0.15104166666666666,0.34375,0.0,0,15,0,-1,β-attr,3,alpha,alpha,heavy_nuclear_fragment
L15_F64857,L3-A4,6,6,-0.2604166666666667,0.2604166666666667,0.375,0.0,0,15,0,-1,β-attr,3,alpha,alpha,baryon_number_4
L15_F64857,L3-B1,8,6,0.0546875,0.1484375,0.3125,0.0,0,15,0,-1,β-attr,3,beta,beta,lepton_family
L15_F64857,L3-B2,8,8,0.0625,0.171875,0.375,0.0,0,15,0,-1,β-attr,3,beta,beta,electron_equivalence
L15_F64857,L3-B3,6,5,-0.13541666666666666,0.15625,0.4375,0.0,0,15,0,-1,β-attr,3,beta,beta,not_nuclear_fragment
L15_F64857,L3-B4,6,6,0.203125,0.203125,0.375,0.0,0,15,0,-1,β-attr,3,beta,beta,muon_family
L15_F64857,L3-FA,8,7,-0.1796875,0.1796875,0.3125,0.0,0,15,0,-1,β-attr,3,alpha,alpha,
L15_F64857,L3-FB,8,7,0.12109375,0.12890625,0.34375,0.0,0,15,0,-1,β-attr,3,beta,beta,
L15_F64857,AUX-A1,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A10,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A2,1,1,-0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A3,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A4,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A5,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A6,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A7,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A8,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-A9,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-B1,1,1,0.21875,0.21875,0.21875,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B10,1,1,0.1875,0.1875,0.1875,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B2,1,1,0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B3,1,1,0.1875,0.1875,0.1875,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B4,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B5,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B6,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B7,1,1,0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B8,1,1,-0.15625,0.15625,0.15625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-B9,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF1,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-CF10,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF11,1,1,0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-CF12,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF2,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF3,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-CF4,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF5,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-CF6,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF7,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-CF8,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-CF9,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO1,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO10,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-ISO11,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-ISO12,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-ISO2,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO3,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO4,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO5,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO6,1,1,-0.1875,0.1875,0.1875,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-ISO7,1,1,0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-ISO8,1,1,0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-ISO9,1,1,0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P1,1,1,-0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P10,1,1,0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P11,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P12,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P2,1,0,0.0,0.0,0.0,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P3,1,1,-0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P4,1,1,-0.25,0.25,0.25,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P5,1,1,0.375,0.375,0.375,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P6,1,1,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,AUX,alpha,alpha,
L15_F64857,AUX-P7,1,1,0.4375,0.4375,0.4375,1.0,1,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P8,1,1,0.3125,0.3125,0.3125,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F64857,AUX-P9,1,1,0.0625,0.0625,0.0625,0.0,0,15,0,-1,β-attr,AUX,beta,beta,
L15_F89707,CP-L1-01,2,1,0.125,0.125,0.25,0.5,1,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,CP-L1-02,2,1,-0.125,0.125,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,CP-L1-03,2,2,-0.125,0.125,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,CP-L1-04,2,2,-0.0625,0.1875,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,CP-L1-05,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,CP-L1-06,2,2,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A1,2,2,-0.125,0.125,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A2,2,2,-0.03125,0.21875,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A3,2,2,-0.1875,0.1875,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A4,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A5,2,2,-0.125,0.125,0.125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-A6,2,1,-0.09375,0.09375,0.1875,0.0,0,15,0,-1,β-attr,1,alpha,alpha,
L15_F89707,KW-B1,2,2,0.15625,0.15625,0.25,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,KW-B2,2,2,-0.0625,0.1875,0.25,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,KW-B3,2,2,0.0,0.0625,0.0625,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,KW-B4,2,1,0.03125,0.03125,0.0625,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,KW-B5,2,2,0.015625,0.109375,0.125,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,KW-B6,2,2,0.0,0.0625,0.0625,0.0,0,15,0,-1,β-attr,1,beta,beta,
L15_F89707,L1-A1,12,10,-0.11458333333333333,0.125,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_charge_plus2
L15_F89707,L1-A2,12,11,-0.17708333333333334,0.17708333333333334,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_mass4
L15_F89707,L1-A3,12,8,-0.052083333333333336,0.07291666666666667,0.3125,0.0,0,15,0,-1,β-attr,1,alpha,alpha,daughter_z_minus2
L15_F89707,L1-A4,10,10,-0.15,0.15,0.25,0.0,0,15,0,-1,β-attr,1,alpha,alpha,daughter_a_minus4
L15_F89707,L1-A5,8,6,-0.109375,0.140625,0.375,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_2protons
L15_F89707,L1-A6,8,8,-0.0234375,0.1640625,0.375,0.0,0,15,0,-1,β-attr,1,alpha,alpha,emitted_2neutrons
L15_F89707,L1-B1,12,12,0.234375,0.24479166666666666,0.4375,0.16666666666666666,2,15,0,-1,β-attr,1,beta,beta,emitted_charge_minus1
L15_F89707,L1-B2,12,7,-0.03125,0.052083333333333336,0.25,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_z_plus1
L15_F89707,L1-B3,12,11,0.078125,0.13020833333333334,0.3125,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_a_unchanged
L15_F89707,L1-B4,10,8,-0.03125,0.08125,0.25,0.1,1,15,0,-1,β-attr,1,beta,beta,antineutrino_emitted
L15_F89707,L1-B5,8,8,0.0546875,0.1328125,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,emitted_mass_negligible
L15_F89707,L1-B6,8,6,0.0,0.078125,0.1875,0.0,0,15,0,-1,β-attr,1,beta,beta,daughter_n_minus1
L15_F89707,CP-L2-01,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-02,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-03,2,1,-0.03125,0.03125,0.0625,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-04,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-05,2,2,-0.15625,0.15625,0.1875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-06,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-07,2,1,-0.03125,0.03125,0.0625,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-08,2,1,0.484375,0.484375,0.96875,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-09,2,1,-0.03125,0.03125,0.0625,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
L15_F89707,CP-L2-10,2,2,-0.09375,0.09375,0.125,0.0,0,15,0,-1,β-attr,2,alpha,alpha,
